BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam
258,BU00470109,Verspreide huizen,WK004701,Wijk 01 Veendam-buitengebied,GM0047,Veendam,PV20,Groningen
259,BU00470200,Wildervank,WK004702,Wijk 02 Wildervank,GM0047,Veendam,PV20,Groningen
260,BU00470201,Boven-Wildervank,WK004702,Wijk 02 Wildervank,GM0047,Veendam,PV20,Groningen
261,BU00470202,Bareveld,WK004702,Wijk 02 Wildervank,GM0047,Veendam,PV20,Groningen
262,BU00470203,Wildervanksterdallen,WK004702,Wijk 02 Wildervank,GM0047,Veendam,PV20,Groningen
263,BU00470209,Verspreide huizen,WK004702,Wijk 02 Wildervank,GM0047,Veendam,PV20,Groningen
264,BU00500000,Centrum,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
265,BU00500001,Eerste woonwijk,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
266,BU00500002,Tweede woonwijk,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
267,BU00500003,Derde woonwijk,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
268,BU00500004,Buurt 4,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
269,BU00500005,Buurt 5,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
270,BU00500006,Zuidlob,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
271,BU00500007,Middengebied,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
272,BU00500008,Knardijkgebied,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
273,BU00500009,Trekkersveld,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
274,BU00500010,Horstenparc,WK005000,Wijk 00,GM0050,Zeewolde,PV24,Flevoland
275,BU00509997,Groot binnenwater,WK005099,Groot water,GM0050,Zeewolde,PV24,Flevoland
276,BU00590000,Buitenpost,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
277,BU00590001,Twijzel,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
278,BU00590002,Kootstertille,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
279,BU00590003,Twijzelerheide,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
280,BU00590004,Gerkesklooster,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
281,BU00590005,Verspreide huizen Buitenpost,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
282,BU00590006,Verspreide huizen Twijzel,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
283,BU00590007,Verspreide huizen Kootstertille,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
284,BU00590008,Verspreide huizen Twijzelerheide,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
285,BU00590009,Verspreide huizen Gerkesklooster,WK005900,Wijk 00 Noord,GM0059,Achtkarspelen,PV21,Fryslân
286,BU00590100,Stroobos,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
287,BU00590102,Drogeham,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
288,BU00590103,Augustinusga,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
289,BU00590107,Verspreide huizen Stroobos,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
290,BU00590108,Verspreide huizen Drogeham,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
291,BU00590109,Verspreide huizen Augustinusga,WK005901,Wijk 01 Centrum,GM0059,Achtkarspelen,PV21,Fryslân
292,BU00590200,Surhuisterveen,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
293,BU00590201,Harkema,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
294,BU00590202,Surhuizum,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
295,BU00590203,Boelenslaan,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
296,BU00590206,Verspreide huizen Surhuisterveen,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
297,BU00590207,Verspreide huizen Harkema,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
298,BU00590208,Verspreide huizen Surhuizum,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
299,BU00590209,Verspreide huizen Boelenslaan,WK005902,Wijk 02 Zuid,GM0059,Achtkarspelen,PV21,Fryslân
300,BU00600000,Nes,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
301,BU00600001,Buren,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
302,BU00600002,Ballum,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
303,BU00600003,Hollum,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
304,BU00600007,Verspreide huizen Ballum,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
305,BU00600008,Verspreide huizen Nes,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
306,BU00600009,Verspreide huizen Hollum,WK006000,Wijk 00,GM0060,Ameland,PV21,Fryslân
307,BU00609998,Buitenwater,WK006099,Groot water,GM0060,Ameland,PV21,Fryslân
308,BU00720001,De Spiker en het industrieterrein Hermes,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
309,BU00720002,Trebolbuurt,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
310,BU00720003,Plan-Zuid,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
311,BU00720004,Oosterpark,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
312,BU00720005,Koningsbuurt,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
313,BU00720006,Binnenstad,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
314,BU00720007,Industriehaven en omgeving,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
315,BU00720009,Verspreide huizen Harlingen,WK007200,Wijk 00 Harlingen,GM0072,Harlingen,PV21,Fryslân
316,BU00720100,Midlum,WK007201,Wijk 01 Midlum,GM0072,Harlingen,PV21,Fryslân
317,BU00720109,Verspreide huizen Midlum,WK007201,Wijk 01 Midlum,GM0072,Harlingen,PV21,Fryslân
318,BU00720200,Wijnaldum,WK007202,Wijk 02 Wijnaldum,GM0072,Harlingen,PV21,Fryslân
319,BU00720209,Verspreide huizen Wijnaldum,WK007202,Wijk 02 Wijnaldum,GM0072,Harlingen,PV21,Fryslân
320,BU00729998,Buitenwater,WK007299,Groot water,GM0072,Harlingen,PV21,Fryslân
321,BU00740100,Noord,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
322,BU00740101,Centrum,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
323,BU00740102,Midden,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
324,BU00740103,Nijehaske,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
325,BU00740104,De Greiden,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
326,BU00740105,De Heide,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
327,BU00740106,De Akkers,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
328,BU00740107,Skoatterwald,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
329,BU00740108,Het meer,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
330,BU00740109,Nieuweschoot,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
331,BU00740110,Haskerveen,WK007401,Wijk 01 Heerenveen,GM0074,Heerenveen,PV21,Fryslân
332,BU00740201,Terband,WK007402,Wijk 02 Noord-Heerenveen,GM0074,Heerenveen,PV21,Fryslân
333,BU00740202,Luinjeberd,WK007402,Wijk 02 Noord-Heerenveen,GM0074,Heerenveen,PV21,Fryslân
334,BU00740203,Tjalleberd,WK007402,Wijk 02 Noord-Heerenveen,GM0074,Heerenveen,PV21,Fryslân
335,BU00740204,Gersloot,WK007402,Wijk 02 Noord-Heerenveen,GM0074,Heerenveen,PV21,Fryslân
336,BU00740205,Gersloot-polder,WK007402,Wijk 02 Noord-Heerenveen,GM0074,Heerenveen,PV21,Fryslân
337,BU00740301,De Knipe,WK007403,Wijk 03 Hoornsterzwaag,GM0074,Heerenveen,PV21,Fryslân
338,BU00740302,Bontebok,WK007403,Wijk 03 Hoornsterzwaag,GM0074,Heerenveen,PV21,Fryslân
339,BU00740401,Oudeschoot,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
340,BU00740402,Mildam,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
341,BU00740403,Katlijk,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
342,BU00740404,Nieuwehorne,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
343,BU00740405,Oudehorne,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
344,BU00740406,Jubbega,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
345,BU00740407,Hoornsterzwaag,WK007404,Wijk 04 Jubbega,GM0074,Heerenveen,PV21,Fryslân
346,BU00740601,Oranjewoud,WK007406,Wijk 06 Oranjewoud,GM0074,Heerenveen,PV21,Fryslân
347,BU00740701,Haskerdijken,WK007407,Skarsterlân,GM0074,Heerenveen,PV21,Fryslân
348,BU00740702,Nieuwebrug,WK007407,Skarsterlân,GM0074,Heerenveen,PV21,Fryslân
349,BU00740901,Akkrum,WK007409,Boarnsterhim,GM0074,Heerenveen,PV21,Fryslân
350,BU00740902,Nes,WK007409,Boarnsterhim,GM0074,Heerenveen,PV21,Fryslân
351,BU00740903,Aldeboarn,WK007409,Boarnsterhim,GM0074,Heerenveen,PV21,Fryslân
352,BU00801001,De Waag,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
353,BU00801002,Nieuwestad,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
354,BU00801003,Oldehove,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
355,BU00801004,Grote Kerkbuurt,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
356,BU00801005,Hoek,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
357,BU00801006,Blokhuisplein,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
358,BU00801007,Zaailand,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
359,BU00801008,Stationskwartier,WK008010,Binnenstad,GM0080,Leeuwarden,PV21,Fryslân
360,BU00801101,Tulpenburg,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
361,BU00801102,Oranjewijk,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
362,BU00801103,Achter de Hoven,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
363,BU00801104,Schepenbuurt,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
364,BU00801105,Wielenpôlle,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
365,BU00801106,Huizum-Dorp,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
366,BU00801107,Huizum-Sixma,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
367,BU00801108,Huizum-Bornia,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
368,BU00801109,Huizum-Badweg,WK008011,Potmargezone,GM0080,Leeuwarden,PV21,Fryslân
369,BU00802001,Oldegalileën,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
370,BU00802002,Bloemenbuurt,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
371,BU00802003,Cambuursterpad,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
372,BU00802004,Zamenhofpark,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
373,BU00802005,Cambuur,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
374,BU00802006,Zeeheldenbuurt,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
375,BU00802007,Indische buurt,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
376,BU00802008,Molenpad,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
377,BU00802009,Welgelegen,WK008020,Oud-Oost,GM0080,Leeuwarden,PV21,Fryslân
378,BU00803001,Transvaalwijk,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
379,BU00803002,Bonifatius,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
380,BU00803003,Rengerspark,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
381,BU00803004,Vogelwijk,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
382,BU00803005,Sonnenborgh,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
383,BU00803006,Valeriuskwartier,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
384,BU00803007,Magere Weide,WK008030,Sonnenborgh e.o.,GM0080,Leeuwarden,PV21,Fryslân
385,BU00803101,Westeinde,WK008031,Westeinde e.o.,GM0080,Leeuwarden,PV21,Fryslân
386,BU00803102,Buitengebied Noordwest,WK008031,Westeinde e.o.,GM0080,Leeuwarden,PV21,Fryslân
387,BU00803201,Vossepark,WK008032,Vossepark & Helicon,GM0080,Leeuwarden,PV21,Fryslân
388,BU00803202,Helicon,WK008032,Vossepark & Helicon,GM0080,Leeuwarden,PV21,Fryslân
389,BU00803203,Harlingervaart Noord,WK008032,Vossepark & Helicon,GM0080,Leeuwarden,PV21,Fryslân
390,BU00804001,Hollanderwijk,WK008040,Huizum-West,GM0080,Leeuwarden,PV21,Fryslân
391,BU00804002,Gerard Dou,WK008040,Huizum-West,GM0080,Leeuwarden,PV21,Fryslân
392,BU00804003,Julianapark,WK008040,Huizum-West,GM0080,Leeuwarden,PV21,Fryslân
393,BU00804004,Jan van Scorelbuurt,WK008040,Huizum-West,GM0080,Leeuwarden,PV21,Fryslân
394,BU00804101,Nijlân,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
395,BU00804102,De Zwette I Harlingervaart,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
396,BU00804103,De Zwette II Zwettehaven,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
397,BU00804104,De Zwette III Schenkenschans,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
398,BU00804105,De Zwette IV Businesspark,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
399,BU00804106,De Zwette V Newton,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
400,BU00804107,De Zwette VI Deinumerpolder,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
401,BU00804108,EnergieCampus Sylsterrak,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
402,BU00804109,Buitengebied De Zwette,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
403,BU00804110,Buitengebied West,WK008041,Nijlân & De Zwette,GM0080,Leeuwarden,PV21,Fryslân
404,BU00805001,Heechterp,WK008050,Heechterp & Schieringen,GM0080,Leeuwarden,PV21,Fryslân
405,BU00805002,Schieringen,WK008050,Heechterp & Schieringen,GM0080,Leeuwarden,PV21,Fryslân
406,BU00805003,De Centrale,WK008050,Heechterp & Schieringen,GM0080,Leeuwarden,PV21,Fryslân
407,BU00805101,Camminghaburen-Noord,WK008051,Camminghaburen e.o.,GM0080,Leeuwarden,PV21,Fryslân
408,BU00805102,Camminghaburen-Midden,WK008051,Camminghaburen e.o.,GM0080,Leeuwarden,PV21,Fryslân
409,BU00805103,Camminghaburen-Zuid,WK008051,Camminghaburen e.o.,GM0080,Leeuwarden,PV21,Fryslân
410,BU00805104,Grote Wielen,WK008051,Camminghaburen e.o.,GM0080,Leeuwarden,PV21,Fryslân
411,BU00805105,De Groene Ster,WK008051,Camminghaburen e.o.,GM0080,Leeuwarden,PV21,Fryslân
412,BU00806001,Bilgaard,WK008060,Bilgaard & Havankpark e.o.,GM0080,Leeuwarden,PV21,Fryslân
413,BU00806002,Havankpark,WK008060,Bilgaard & Havankpark e.o.,GM0080,Leeuwarden,PV21,Fryslân
414,BU00806003,Vierhuisterweg e.o.,WK008060,Bilgaard & Havankpark e.o.,GM0080,Leeuwarden,PV21,Fryslân
415,BU00806101,Vrijheidswijk-West,WK008061,Vrijheidswijk,GM0080,Leeuwarden,PV21,Fryslân
416,BU00806102,Vrijheidswijk-Oost,WK008061,Vrijheidswijk,GM0080,Leeuwarden,PV21,Fryslân
417,BU00806201,Lekkum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
418,BU00806202,Snakkerburen,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
419,BU00806203,Buitengebied Lekkum en Miedum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
420,BU00806204,Blitsaerd,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
421,BU00806205,Jelsum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
422,BU00806206,Buitengebied Jelsum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
423,BU00806207,Koarnjum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
424,BU00806208,Buitengebied Koarnjum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
425,BU00806209,Britsum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
426,BU00806210,Buitengebied Britsum,WK008062,Dokkumer Ie e.o.,GM0080,Leeuwarden,PV21,Fryslân
427,BU00806301,Stiens,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
428,BU00806302,Buitengebied Stiens,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
429,BU00806303,Feinsum,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
430,BU00806304,Buitengebied Feinsum,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
431,BU00806305,Hijum,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
432,BU00806306,Buitengebied Hijum,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
433,BU00806307,Alde Leie,WK008063,Stiens e.o.,GM0080,Leeuwarden,PV21,Fryslân
434,BU00807001,Aldlân-Oost,WK008070,Aldlân & De Hemrik,GM0080,Leeuwarden,PV21,Fryslân
435,BU00807002,Aldlân-West,WK008070,Aldlân & De Hemrik,GM0080,Leeuwarden,PV21,Fryslân
436,BU00807003,Rapenburg,WK008070,Aldlân & De Hemrik,GM0080,Leeuwarden,PV21,Fryslân
437,BU00807004,Hemrik,WK008070,Aldlân & De Hemrik,GM0080,Leeuwarden,PV21,Fryslân
438,BU00807101,Goutum,WK008071,Goutum,GM0080,Leeuwarden,PV21,Fryslân
439,BU00807201,Hempens/Teerns,WK008072,Hempens/Teerns & Zuiderburen,GM0080,Leeuwarden,PV21,Fryslân
440,BU00807202,Buitengebied Hempens,WK008072,Hempens/Teerns & Zuiderburen,GM0080,Leeuwarden,PV21,Fryslân
441,BU00807203,Zuiderburen,WK008072,Hempens/Teerns & Zuiderburen,GM0080,Leeuwarden,PV21,Fryslân
442,BU00807301,Techum,WK008073,De Zuidlanden,GM0080,Leeuwarden,PV21,Fryslân
443,BU00807302,Wiarda,WK008073,De Zuidlanden,GM0080,Leeuwarden,PV21,Fryslân
444,BU00807303,De Werp,WK008073,De Zuidlanden,GM0080,Leeuwarden,PV21,Fryslân
445,BU00807304,De Zuidlanden,WK008073,De Zuidlanden,GM0080,Leeuwarden,PV21,Fryslân
446,BU00807305,De Klamp,WK008073,De Zuidlanden,GM0080,Leeuwarden,PV21,Fryslân
447,BU00807401,Barrahûs,WK008074,Middelsee,GM0080,Leeuwarden,PV21,Fryslân
448,BU00807402,Middelsee,WK008074,Middelsee,GM0080,Leeuwarden,PV21,Fryslân
449,BU00808001,Wirdum,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
450,BU00808002,Swichum,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
451,BU00808003,Buitengebied Wirdum,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
452,BU00808004,Wergea,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
453,BU00808005,Buitengebied Wergea,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
454,BU00808006,Warstiens,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
455,BU00808007,Warten,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
456,BU00808008,Buitengebied Warten,WK008080,Dorpen Zuid-Oost,GM0080,Leeuwarden,PV21,Fryslân
457,BU00808101,Wytgaard,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
458,BU00808102,Buitengebied Wytgaard,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
459,BU00808103,Mantgum,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
460,BU00808104,Buitengebied Mantgum,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
461,BU00808105,Weidum,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
462,BU00808106,Buitengebied Weidum,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
463,BU00808107,Jellum,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
464,BU00808108,Bears,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
465,BU00808109,Jorwert,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
466,BU00808110,Buitengebied Jorwert,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
467,BU00808111,Hilaard,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
468,BU00808112,Buitengebied Hilaard,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
469,BU00808113,Húns,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
470,BU00808114,Leons,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
471,BU00808115,Baard,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
472,BU00808116,Easterlittens,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
473,BU00808117,Buitengebied Easterlittens,WK008081,Dorpen Zuid-West,GM0080,Leeuwarden,PV21,Fryslân
474,BU00808201,Reduzum,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
475,BU00808202,Buitengebied Reduzum,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
476,BU00808203,Eagum,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
477,BU00808204,Idaerd,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
478,BU00808205,Friens,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
479,BU00808206,Grou,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
480,BU00808207,Buitengebied Grou,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
481,BU00808208,Jirnsum,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
482,BU00808209,Buitengebied Jirnsum,WK008082,Grou e.o.,GM0080,Leeuwarden,PV21,Fryslân
483,BU00850101,Appelscha-Bruggelaan,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
484,BU00850102,Appelscha-De Valouwe,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
485,BU00850103,Appelscha-Drentseweg,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
486,BU00850104,Appelscha-Midden Oost,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
487,BU00850105,Appelscha-Midden West,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
488,BU00850106,Appelscha-Noord,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
489,BU00850107,Appelscha-Steegdenhal,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
490,BU00850108,Appelscha-Toogwijk,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
491,BU00850109,Appelscha-Vaart,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
492,BU00850110,Appelscha-Van Emstweg,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
493,BU00850111,Appelscha-Buitengebied,WK008501,Appelscha,GM0085,Ooststellingwerf,PV21,Fryslân
494,BU00850201,Donkerbroek-Noord,WK008502,Donkerbroek,GM0085,Ooststellingwerf,PV21,Fryslân
495,BU00850202,Donkerbroek-Zuid,WK008502,Donkerbroek,GM0085,Ooststellingwerf,PV21,Fryslân
496,BU00850203,Donkerbroek-Buitengebied,WK008502,Donkerbroek,GM0085,Ooststellingwerf,PV21,Fryslân
497,BU00850301,Elsloo,WK008503,Elsloo,GM0085,Ooststellingwerf,PV21,Fryslân
498,BU00850302,Elsloo-Buitengebied,WK008503,Elsloo,GM0085,Ooststellingwerf,PV21,Fryslân
499,BU00850401,Fochteloo,WK008504,Fochteloo,GM0085,Ooststellingwerf,PV21,Fryslân
500,BU00850402,Fochteloo-Buitengebied,WK008504,Fochteloo,GM0085,Ooststellingwerf,PV21,Fryslân
501,BU00850501,Haule,WK008505,Haule,GM0085,Ooststellingwerf,PV21,Fryslân
502,BU00850502,Haule-Buitengebied,WK008505,Haule,GM0085,Ooststellingwerf,PV21,Fryslân
503,BU00850601,Haulerwijk-Bruïneweg,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
504,BU00850602,Haulerwijk-Hoofdweg,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
505,BU00850603,Haulerwijk-Noord-Oost,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
506,BU00850604,Haulerwijk-Noord-West,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
507,BU00850605,Haulerwijk-Oosterwoldseweg,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
508,BU00850606,Haulerwijk-Sinnehiem,WK008506,Haulerwijk,GM0085,Ooststellingwerf,PV21,Fryslân
