WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
Draaiboom,Loon op Zand,Buurt,BU08091001,5172,790,2.5,6507.0,788,236.0,93.0,73.0,19.0,8.0,1.0,3270.0,1180.0,1.9622641509433962,0.8184143222506394,27.8,0.13924050632911392,1.3,0.4,3.0
Hil (noord),Loon op Zand,Buurt,BU08091005,5171,240,2.5,6307.0,249,224.0,95.0,62.0,36.0,2.0,12.0,3330.0,1340.0,1.88,0.8,24.4,0.125,1.1,0.5,3.0
Hil (zuid),Loon op Zand,Buurt,BU08091006,5172,290,2.5,5562.0,289,283.0,96.0,78.0,16.0,6.0,11.0,3340.0,1280.0,2.033333333333333,0.8163265306122449,29.6,0.1724137931034483,1.4,0.4,3.0
Pannenhoef (west),Loon op Zand,Buurt,BU08091010,5171,500,2.2,5694.0,509,197.0,92.0,42.0,48.0,10.0,11.0,2880.0,1170.0,1.7590361445783131,0.8035714285714286,21.8,0.08,1.2,0.3,3.0
Pannenhoef (oost),Loon op Zand,Buurt,BU08091011,5171,310,2.2,6837.0,311,193.0,74.0,34.0,65.0,1.0,20.0,2730.0,990.0,1.64,0.8955223880597015,20.3,0.08064516129032258,0.9,0.2,2.0
Bloemenbuurt,Loon op Zand,Buurt,BU08091015,5171,180,2.2,4802.0,190,193.0,89.0,26.0,70.0,4.0,0.0,3230.0,1180.0,1.6470588235294117,0.7058823529411765,19.1,0.1388888888888889,1.1,0.3,3.0
Schrijversbuurt,Loon op Zand,Buurt,BU08091021,5171,265,2.0,5292.0,262,217.0,74.0,40.0,55.0,5.0,45.0,2690.0,1180.0,1.825,0.9174311926605505,24.5,0.1509433962264151,1.0,0.4,2.0
Staatsliedenbuurt,Loon op Zand,Buurt,BU08091025,5171,270,2.5,5318.0,272,208.0,95.0,66.0,29.0,5.0,4.0,3240.0,1430.0,1.653061224489796,0.7518796992481203,22.0,0.18518518518518517,1.2,0.5,2.0
Vossenberg (west),Loon op Zand,Buurt,BU08091030,5171,355,2.3,3551.0,459,254.0,70.0,66.0,11.0,24.0,1.0,2750.0,1220.0,1.9344262295081966,0.813953488372093,25.5,0.15492957746478872,1.4,0.5,3.0
Vossenberg (oost),Loon op Zand,Buurt,BU08091031,5171,225,2.3,3051.0,221,284.0,91.0,81.0,10.0,10.0,3.0,3540.0,1700.0,2.073170731707317,0.7547169811320755,27.0,0.26666666666666666,1.2,0.6,3.0
De Zandschel,Loon op Zand,Buurt,BU08091040,5171,230,2.8,231.0,231,389.0,99.0,84.0,8.0,8.0,25.0,4310.0,1740.0,1.8333333333333333,0.7633587786259542,27.0,0.41304347826086957,1.6,0.8,5.0
Heikant,Loon op Zand,Buurt,BU08092045,5171,550,2.4,6516.0,554,227.0,87.0,73.0,24.0,3.0,1.0,3290.0,1370.0,1.837837837837838,0.8178438661710037,27.9,0.17272727272727273,1.3,0.3,3.0
Els (west),Loon op Zand,Buurt,BU08092048,5171,105,2.1,2197.0,103,225.0,61.0,83.0,0.0,17.0,8.0,3030.0,1380.0,2.1333333333333333,0.9302325581395349,25.1,0.2857142857142857,1.4,0.2,2.0
Els (oost),Loon op Zand,Buurt,BU08092049,5171,235,2.1,4393.0,240,245.0,56.0,47.0,40.0,13.0,92.0,3020.0,1080.0,1.9375,0.8,26.1,0.2127659574468085,1.0,0.5,3.0
Loonse Vaart,Loon op Zand,Buurt,BU08092055,5171,800,2.2,6190.0,789,222.0,91.0,51.0,20.0,29.0,12.0,2960.0,1280.0,1.851063829787234,0.7865168539325843,25.7,0.15625,1.2,0.9,3.0
De Oude Omdraaier,Loon op Zand,Buurt,BU08092058,5171,195,2.3,2188.0,197,413.0,91.0,98.0,0.0,2.0,5.0,4350.0,2180.0,2.138888888888889,0.898876404494382,39.8,0.28205128205128205,1.6,0.4,4.0
Prinsessenbuurt,Loon op Zand,Buurt,BU08092061,5171,280,2.3,1551.0,285,281.0,71.0,64.0,31.0,5.0,37.0,3540.0,1540.0,1.88,0.7518796992481203,30.6,0.19642857142857142,1.3,0.3,4.0
Oud-Loon,Loon op Zand,Buurt,BU08093070,5175,1195,2.1,2045.0,1251,245.0,69.0,59.0,29.0,11.0,24.0,2940.0,1330.0,1.95,0.8155339805825242,26.6,0.19246861924686193,1.1,0.4,4.0
Mussenhoek,Loon op Zand,Buurt,BU08093071,5175,145,2.5,791.0,152,494.0,100.0,93.0,0.0,7.0,10.0,3990.0,2140.0,2.2758620689655173,0.8333333333333334,37.0,0.3793103448275862,1.7,0.7,4.0
Molenwijk (noord),Loon op Zand,Buurt,BU08093080,5175,635,2.4,5408.0,640,230.0,100.0,77.0,18.0,4.0,2.0,3160.0,1370.0,2.0840336134453783,0.8469055374592834,25.8,0.13385826771653545,1.3,0.4,4.0
Bergeind,Loon op Zand,Buurt,BU08093090,5175,55,2.6,29.0,57,,96.0,88.0,0.0,12.0,11.0,4840.0,2520.0,,0.6896551724137931,32.4,0.6363636363636364,1.9,2.5,5.0
De Moer,Loon op Zand,Buurt,BU08094095,5176,235,2.5,97.0,226,382.0,100.0,84.0,5.0,11.0,16.0,4620.0,2090.0,2.0869565217391304,0.847457627118644,29.5,0.425531914893617,1.6,0.7,5.0
Losser-West,Losser,Buurt,BU01680001,7582,3075,2.4,3247.0,3154,228.0,92.0,75.0,19.0,6.0,16.0,3100.0,1510.0,1.991150442477876,0.8113590263691683,25.0,0.11219512195121951,1.3,0.6,3.0
Bedrijfsterrein Losser,Losser,Buurt,BU01680002,7581,60,2.4,293.0,67,248.0,87.0,87.0,0.0,13.0,1.0,4340.0,2220.0,2.0,0.6666666666666666,25.2,2.0833333333333335,2.2,1.0,5.0
Losser-Oost,Losser,Buurt,BU01680003,7581,2195,2.1,3227.0,2350,197.0,74.0,57.0,31.0,11.0,14.0,2780.0,1360.0,1.8427299703264095,0.7958115183246073,22.9,0.14123006833712984,1.1,0.4,3.0
Verspreide huizen Losser,Losser,Buurt,BU01680009,7581,210,2.7,55.0,273,363.0,55.0,58.0,7.0,34.0,34.0,4660.0,2340.0,1.8472222222222223,0.5649717514124294,27.3,0.4523809523809524,1.4,2.2,5.0
Glane kern,Losser,Buurt,BU01680101,7585,90,2.3,1974.0,92,188.0,97.0,87.0,0.0,13.0,0.0,3880.0,1600.0,1.7777777777777777,0.975609756097561,23.7,0.2222222222222222,1.4,2.5,5.0
Overdinkel kern,Losser,Buurt,BU01680201,7586,1560,2.3,2447.0,1581,177.0,89.0,59.0,33.0,8.0,9.0,3040.0,1400.0,1.7611940298507462,0.7887323943661971,20.7,0.11217948717948718,1.2,0.3,5.0
Verspreide huizen Overdinkel,Losser,Buurt,BU01680209,7586,205,2.7,66.0,218,306.0,78.0,83.0,0.0,17.0,15.0,4430.0,2000.0,1.9090909090909092,0.8928571428571429,26.3,0.34146341463414637,1.6,1.3,5.0
De Lutte kern,Losser,Buurt,BU01680301,7587,1035,2.5,2005.0,1067,255.0,93.0,78.0,8.0,14.0,44.0,3430.0,1580.0,2.09375,0.8123791102514507,25.5,0.2318840579710145,1.5,0.8,5.0
Verspreide huizen De Lutte,Losser,Buurt,BU01680309,7587,460,2.8,32.0,462,381.0,75.0,75.0,0.0,25.0,15.0,4710.0,2310.0,2.0,0.78125,26.6,0.5217391304347826,1.8,2.6,5.0
Beuningen kern,Losser,Buurt,BU01680401,7588,105,2.9,2550.0,114,276.0,96.0,90.0,3.0,4.0,26.0,3520.0,1630.0,2.16,0.967741935483871,26.2,0.19047619047619047,1.4,0.2,5.0
Verspreide huizen Beuningen,Losser,Buurt,BU01680409,7588,220,2.9,29.0,245,343.0,64.0,71.0,0.0,29.0,15.0,4980.0,2420.0,1.9423076923076923,0.7575757575757576,25.1,0.5227272727272727,1.6,2.2,5.0
Maasbracht,Maasgouw,Buurt,BU16410000,6051,2635,2.1,1710.0,2726,192.0,77.0,65.0,28.0,7.0,12.0,2950.0,1420.0,1.9330254041570438,0.8289241622574955,26.4,0.2428842504743833,1.2,0.6,4.0
Brachterbeek,Maasgouw,Buurt,BU16410001,6051,515,2.3,1158.0,516,247.0,95.0,82.0,11.0,6.0,3.0,3500.0,1690.0,2.056179775280899,0.847457627118644,26.7,0.22330097087378642,1.4,1.3,5.0
Linne,Maasgouw,Buurt,BU16410100,6067,1650,2.2,1574.0,1667,212.0,91.0,78.0,15.0,8.0,6.0,3130.0,1590.0,,0.8623087621696801,28.1,0.19393939393939394,1.3,0.7,5.0
Stevensweert waaronder Bilt,Maasgouw,Buurt,BU16410200,6107,595,2.3,435.0,610,217.0,96.0,80.0,9.0,10.0,3.0,3400.0,1770.0,2.0097087378640777,0.8178438661710037,27.7,0.19327731092436976,1.4,0.4,5.0
Eiland-Brandt,Maasgouw,Buurt,BU16410201,6107,140,2.2,176.0,110,288.0,91.0,89.0,0.0,11.0,6.0,3850.0,1860.0,2.08,0.9230769230769231,29.4,0.25,1.4,0.9,5.0
Laak,Maasgouw,Buurt,BU16410300,6109,90,2.2,125.0,87,254.0,86.0,79.0,5.0,16.0,2.0,3510.0,1930.0,2.3333333333333335,1.0,27.0,0.16666666666666666,1.4,2.6,5.0
Ohé,Maasgouw,Buurt,BU16410301,6109,295,2.2,419.0,276,253.0,95.0,83.0,11.0,7.0,4.0,3580.0,1860.0,2.176470588235294,0.78125,28.9,0.22033898305084745,1.4,2.9,5.0
Thorn,Maasgouw,Buurt,BU16410400,6017,1045,2.1,1312.0,1170,219.0,86.0,68.0,23.0,9.0,11.0,3010.0,1600.0,1.9772727272727273,0.8154506437768241,27.1,0.18660287081339713,1.3,0.5,5.0
Verspreide huizen Thorn,Maasgouw,Buurt,BU16410409,6017,30,2.6,23.0,33,,97.0,76.0,0.0,24.0,6.0,4250.0,2640.0,2.0,1.0526315789473684,,0.6666666666666666,,1.1,5.0
Heel,Maasgouw,Buurt,BU16410500,6097,1485,2.2,1136.0,1593,241.0,90.0,79.0,8.0,12.0,16.0,3350.0,1590.0,1.9678456591639872,0.712468193384224,29.7,0.16161616161616163,1.4,0.9,5.0
Panheel,Maasgouw,Buurt,BU16410501,6097,95,2.3,228.0,96,268.0,94.0,85.0,8.0,5.0,0.0,3820.0,1950.0,2.0588235294117645,0.9090909090909091,30.3,0.47368421052631576,2.0,2.4,5.0
Verspreide huizen Heel,Maasgouw,Buurt,BU16410509,6097,145,1.9,55.0,28,,100.0,86.0,0.0,14.0,4.0,5020.0,3670.0,1.8571428571428572,0.7272727272727273,26.1,0.27586206896551724,1.2,1.8,5.0
Beegden,Maasgouw,Buurt,BU16410600,6099,775,2.2,239.0,792,234.0,97.0,84.0,11.0,4.0,10.0,3270.0,1610.0,1.9428571428571428,0.8571428571428571,28.3,0.1870967741935484,1.5,0.4,5.0
Wessem,Maasgouw,Buurt,BU16410700,6019,905,2.2,740.0,956,203.0,87.0,77.0,14.0,9.0,4.0,3290.0,1610.0,1.8930817610062893,0.8272506082725061,25.6,0.16574585635359115,1.4,0.6,5.0
Binnenstad,Maastricht,Buurt,BU09350000,6211,1625,1.3,6634.0,1559,243.0,13.0,17.0,9.0,66.0,3.0,2210.0,1050.0,2.4329896907216493,0.6779661016949152,25.2,0.49846153846153846,0.3,0.4,1.0
Jekerkwartier,Maastricht,Buurt,BU09350001,6211,1075,1.4,3056.0,1069,332.0,31.0,26.0,22.0,48.0,6.0,2400.0,1370.0,2.484848484848485,0.7119741100323624,33.5,0.2558139534883721,0.5,0.4,1.0
Kommelkwartier,Maastricht,Buurt,BU09350002,6211,1585,1.3,9534.0,1296,244.0,19.0,24.0,25.0,49.0,4.0,2310.0,1160.0,2.5049019607843137,0.6584362139917695,25.5,0.138801261829653,0.3,0.4,1.0
Boschstraatkwartier,Maastricht,Buurt,BU09350004,6211,1270,1.3,5494.0,1215,176.0,10.0,20.0,29.0,47.0,2.0,1810.0,940.0,2.5483870967741935,0.8259587020648967,30.7,0.16929133858267717,0.4,0.8,1.0
Sint Maartenspoort,Maastricht,Buurt,BU09350005,6221,1100,1.5,4426.0,916,178.0,42.0,15.0,59.0,25.0,0.0,2150.0,1170.0,2.1338028169014085,0.8,22.3,0.11363636363636363,0.4,0.6,1.0
Wyck,Maastricht,Buurt,BU09350006,6221,3755,1.4,9437.0,3508,283.0,9.0,28.0,12.0,57.0,24.0,2390.0,500.0,2.4683257918552037,0.8090310442144873,35.0,0.24766977363515313,0.5,0.4,1.0
Villapark,Maastricht,Buurt,BU09350100,6212,1540,2.0,3971.0,1495,451.0,68.0,74.0,4.0,19.0,2.0,3150.0,1910.0,2.4518828451882846,0.759493670886076,44.5,0.2597402597402597,1.2,0.5,2.0
Jekerdal,Maastricht,Buurt,BU09350101,6212,570,2.2,3939.0,557,361.0,90.0,73.0,15.0,11.0,0.0,2970.0,1760.0,2.4893617021276597,0.8130081300813008,37.7,0.19298245614035087,1.0,0.7,2.0
Campagne,Maastricht,Buurt,BU09350103,6213,600,1.8,3228.0,777,332.0,46.0,50.0,0.0,50.0,1.0,2760.0,1880.0,2.5194805194805197,0.7114624505928854,43.0,0.14166666666666666,1.0,0.9,2.0
Wolder,Maastricht,Buurt,BU09350104,6213,650,2.2,2631.0,633,271.0,92.0,71.0,15.0,12.0,0.0,2970.0,1630.0,2.2962962962962963,0.7692307692307693,28.8,0.17692307692307693,1.1,0.4,3.0
Sint Pieter,Maastricht,Buurt,BU09350105,6212,65,2.2,25.0,63,600.0,89.0,79.0,0.0,21.0,3.0,3840.0,2830.0,2.3636363636363638,0.6666666666666666,51.9,1.0,1.5,1.8,4.0
Brusselsepoort,Maastricht,Buurt,BU09350200,6217,4905,1.4,7306.0,2468,190.0,40.0,39.0,30.0,30.0,2.0,2270.0,1290.0,2.1416803953871497,0.5534779356768885,23.2,0.0672782874617737,0.3,0.4,1.0
Mariaberg,Maastricht,Buurt,BU09350201,6214,2985,1.6,8862.0,2545,158.0,63.0,16.0,64.0,18.0,7.0,2260.0,1130.0,1.9468354430379746,0.7668393782383419,19.4,0.09882747068676717,0.5,0.7,1.0
Belfort,Maastricht,Buurt,BU09350202,6216,1425,1.8,5249.0,1290,184.0,56.0,78.0,0.0,20.0,0.0,2740.0,1250.0,2.0364583333333335,0.8203125,25.4,0.07719298245614035,0.8,0.5,1.0
Pottenberg,Maastricht,Buurt,BU09350203,6216,1295,1.9,5007.0,1302,129.0,44.0,15.0,84.0,1.0,1.0,2160.0,1110.0,1.664864864864865,0.8,18.1,0.06177606177606178,0.7,0.3,2.0
Caberg,Maastricht,Buurt,BU09350205,6217,1720,1.9,5418.0,1662,146.0,64.0,15.0,76.0,9.0,13.0,2330.0,1070.0,1.831275720164609,0.791476407914764,17.5,0.09011627906976744,0.6,0.4,2.0
Oud-Caberg,Maastricht,Buurt,BU09350206,6218,1025,1.8,1144.0,1048,202.0,56.0,56.0,39.0,5.0,26.0,2640.0,1260.0,2.0390625,0.8994708994708994,26.4,0.12195121951219512,0.8,0.8,2.0
Malberg,Maastricht,Buurt,BU09350207,6218,2625,1.9,3971.0,2605,150.0,67.0,30.0,66.0,5.0,19.0,2490.0,970.0,1.7239583333333333,0.8502415458937198,20.4,0.07047619047619047,0.8,0.5,2.0
Dousberg-Hazendans,Maastricht,Buurt,BU09350208,6215,730,2.7,1480.0,713,291.0,91.0,89.0,0.0,10.0,38.0,3460.0,1260.0,2.0683229813664594,0.8060453400503779,30.0,0.18493150684931506,1.3,0.5,2.0
Daalhof,Maastricht,Buurt,BU09350209,6215,3440,1.9,6016.0,3403,160.0,53.0,50.0,40.0,10.0,0.0,2560.0,1170.0,1.877906976744186,0.8629825889477668,23.5,0.06686046511627906,0.8,0.7,2.0
Boschpoort,Maastricht,Buurt,BU09350300,6219,880,1.8,1647.0,758,169.0,57.0,40.0,46.0,13.0,18.0,2850.0,1050.0,1.8604651162790697,0.804953560371517,23.6,0.11931818181818182,0.8,1.9,4.0
Frontenkwartier,Maastricht,Buurt,BU09350302,6217,240,1.7,817.0,184,246.0,54.0,29.0,46.0,26.0,0.0,2930.0,1370.0,2.25,0.7407407407407407,22.8,0.125,0.5,0.4,1.0
Wyckerpoort,Maastricht,Buurt,BU09350400,6224,2320,1.6,4231.0,2220,161.0,33.0,23.0,36.0,40.0,1.0,2230.0,1030.0,2.1282894736842106,0.7785234899328859,23.4,0.08405172413793104,0.5,0.5,1.0
Wittevrouwenveld,Maastricht,Buurt,BU09350402,6224,2980,1.8,4763.0,2586,151.0,59.0,27.0,49.0,24.0,18.0,2340.0,1140.0,1.8179775280898876,0.7777777777777778,20.6,0.1040268456375839,0.6,0.6,1.0
Nazareth,Maastricht,Buurt,BU09350403,6222,1930,1.7,2520.0,1742,123.0,49.0,16.0,65.0,18.0,4.0,2410.0,990.0,1.8543307086614174,0.8359133126934984,18.2,0.09067357512953368,0.5,0.7,3.0
Limmel,Maastricht,Buurt,BU09350404,6222,975,1.8,1662.0,829,148.0,80.0,30.0,56.0,14.0,7.0,2540.0,1190.0,1.8187134502923976,0.7389162561576355,19.1,0.07692307692307693,0.7,0.6,3.0
Scharn,Maastricht,Buurt,BU09350405,6226,3500,1.8,1777.0,3260,257.0,54.0,54.0,18.0,27.0,10.0,2810.0,1420.0,2.2557251908396947,0.764525993883792,30.8,0.1442857142857143,0.8,0.5,2.0
Amby,Maastricht,Buurt,BU09350406,6225,2950,2.2,1445.0,2714,256.0,80.0,68.0,26.0,6.0,11.0,2990.0,1320.0,2.0521042084168335,0.7593014426727411,29.0,0.15084745762711865,1.0,0.8,3.0
Borgharen,Maastricht,Buurt,BU09350501,6223,875,2.0,591.0,847,181.0,86.0,66.0,19.0,15.0,4.0,2870.0,1470.0,1.9248120300751879,0.8620689655172413,24.7,0.10285714285714286,1.1,0.5,5.0
Itteren,Maastricht,Buurt,BU09350502,6223,455,2.0,352.0,434,227.0,96.0,83.0,10.0,7.0,3.0,3170.0,1620.0,,0.8695652173913043,27.8,0.14285714285714285,1.2,2.8,5.0
Randwyck,Maastricht,Buurt,BU09350600,6229,1165,1.7,745.0,1186,211.0,38.0,46.0,16.0,36.0,0.0,2100.0,920.0,2.5773809523809526,0.794044665012407,29.8,0.3605150214592275,0.9,0.4,2.0
Heugem,Maastricht,Buurt,BU09350601,6229,2190,1.9,2924.0,2214,212.0,58.0,44.0,42.0,14.0,8.0,2520.0,1150.0,1.9803921568627452,0.7513812154696132,26.5,0.1050228310502283,0.8,0.7,3.0
Heer,Maastricht,Buurt,BU09350602,6227,3935,1.9,3496.0,3663,194.0,66.0,47.0,36.0,16.0,4.0,2570.0,1260.0,2.0068143100511073,0.8310991957104558,24.2,0.11944091486658195,0.8,0.6,2.0
De Heeg,Maastricht,Buurt,BU09350603,6228,3115,1.9,4305.0,2991,162.0,61.0,52.0,39.0,8.0,0.0,2620.0,1070.0,2.026052104208417,0.8216926869350862,23.7,0.09309791332263243,0.9,0.6,2.0
Meerssen,Meerssen,Buurt,BU09380000,6231,2695,2.0,1802.0,2765,231.0,69.0,56.0,35.0,9.0,4.0,2850.0,1430.0,2.0266990291262137,0.8185053380782918,28.6,0.17068645640074212,1.0,0.9,4.0
Rothem,Meerssen,Buurt,BU09380001,6231,750,2.1,2293.0,740,197.0,84.0,64.0,23.0,13.0,7.0,2900.0,1410.0,1.944,0.8125,24.1,0.14666666666666667,1.2,0.5,5.0
Raar,Meerssen,Buurt,BU09380003,6231,45,2.6,54.0,52,,88.0,87.0,0.0,13.0,13.0,4600.0,2430.0,2.3,0.8,38.0,0.5555555555555556,,1.8,5.0
Verspreide huizen,Meerssen,Buurt,BU09380009,6231,30,2.2,32.0,28,,96.0,82.0,0.0,18.0,4.0,4550.0,2250.0,,1.5384615384615385,,0.5,,1.3,5.0
Ulestraten,Meerssen,Buurt,BU09380100,6235,1140,2.3,1441.0,1141,250.0,94.0,84.0,9.0,7.0,5.0,3510.0,1820.0,2.005050505050505,0.842911877394636,29.4,0.17105263157894737,1.4,0.5,5.0
Verspreide huizen,Meerssen,Buurt,BU09380109,6235,100,2.0,52.0,97,356.0,91.0,88.0,0.0,11.0,4.0,3690.0,2100.0,2.0625,0.975609756097561,35.4,0.4,1.2,1.8,5.0
Bunde,Meerssen,Buurt,BU09380200,6241,2240,2.3,1584.0,2288,261.0,90.0,82.0,12.0,6.0,5.0,3280.0,1550.0,2.11,0.8255159474671669,31.1,0.16294642857142858,1.3,0.7,4.0
Kasen,Meerssen,Buurt,BU09380201,6241,125,2.3,179.0,129,546.0,98.0,91.0,0.0,7.0,7.0,4900.0,2980.0,2.590909090909091,0.6896551724137931,46.8,0.32,1.7,1.9,5.0
Geulle,Meerssen,Buurt,BU09380202,6243,85,2.0,90.0,89,282.0,82.0,83.0,7.0,10.0,3.0,3810.0,1730.0,2.142857142857143,1.1428571428571428,33.4,0.11764705882352941,1.5,3.3,5.0
Hussenberg met Snijdersberg,Meerssen,Buurt,BU09380203,6243,430,2.2,641.0,442,243.0,84.0,79.0,14.0,7.0,12.0,3250.0,1640.0,2.084507042253521,0.7843137254901961,29.3,0.18604651162790697,1.4,0.8,5.0
Hulsen-Oostbroek,Meerssen,Buurt,BU09380204,6243,435,2.0,861.0,432,227.0,84.0,75.0,18.0,7.0,8.0,2920.0,1580.0,2.0,0.8938547486033519,26.6,0.19540229885057472,1.3,1.7,5.0
Moorveld,Meerssen,Buurt,BU09380205,6237,200,2.5,276.0,202,278.0,97.0,93.0,0.0,7.0,1.0,4020.0,1960.0,2.076923076923077,0.8,28.7,0.175,1.5,0.7,5.0
Brommelen-Westbroek,Meerssen,Buurt,BU09380206,6243,150,2.3,414.0,156,307.0,92.0,91.0,0.0,8.0,4.0,3530.0,2170.0,2.0357142857142856,0.8571428571428571,34.1,0.23333333333333334,1.5,2.4,5.0
Beilen,Midden-Drenthe,Buurt,BU17310000,9411,4215,2.2,1697.0,4274,202.0,82.0,60.0,33.0,6.0,19.0,2680.0,1380.0,1.9739507959479017,0.8008429926238145,24.5,0.1435349940688019,1.1,0.7,4.0
Lieving Makkum,Midden-Drenthe,Buurt,BU17310001,9411,80,2.7,628.0,79,264.0,100.0,91.0,0.0,9.0,5.0,3830.0,1980.0,1.8235294117647058,0.8695652173913043,21.0,0.1875,1.3,1.6,5.0
Holthe,Midden-Drenthe,Buurt,BU17310002,9411,50,2.5,278.0,52,350.0,100.0,100.0,0.0,0.0,10.0,3940.0,2550.0,1.9166666666666667,0.7142857142857143,36.9,0.4,1.4,3.1,5.0
Brunsting,Midden-Drenthe,Buurt,BU17310003,9411,25,3.1,285.0,30,,100.0,97.0,0.0,3.0,3.0,4530.0,2670.0,2.0,1.0526315789473684,,0.4,,1.7,5.0
Hijken,Midden-Drenthe,Buurt,BU17310100,9415,270,2.5,718.0,271,228.0,97.0,83.0,11.0,6.0,12.0,3390.0,1810.0,1.8518518518518519,0.8759124087591241,26.8,0.2222222222222222,1.4,0.4,5.0
Verspreide huizen Hijken,Midden-Drenthe,Buurt,BU17310109,9416,90,2.7,9.0,97,282.0,98.0,86.0,0.0,13.0,9.0,4420.0,2290.0,1.9473684210526316,0.8,24.7,0.6111111111111112,1.8,2.1,5.0
Hooghalen,Midden-Drenthe,Buurt,BU17310200,9414,370,2.2,1357.0,370,204.0,93.0,77.0,15.0,7.0,3.0,2950.0,1630.0,2.046875,0.8484848484848485,24.6,0.16216216216216217,1.2,0.5,5.0
Laaghalen,Midden-Drenthe,Buurt,BU17310201,9414,40,2.6,212.0,35,,94.0,86.0,0.0,14.0,6.0,4250.0,2280.0,1.8333333333333333,0.9523809523809523,19.8,0.25,,1.5,5.0
Verspreide huizen Hooghalen,Midden-Drenthe,Buurt,BU17310209,9414,205,2.2,20.0,149,288.0,91.0,82.0,1.0,17.0,9.0,4010.0,2290.0,2.0789473684210527,0.8247422680412371,29.0,0.3902439024390244,1.5,2.5,5.0
Wijster,Midden-Drenthe,Buurt,BU17310300,9418,300,2.5,681.0,306,207.0,99.0,80.0,15.0,5.0,12.0,3430.0,1770.0,1.9322033898305084,0.7894736842105263,25.1,0.23333333333333334,1.3,0.4,5.0
Spier,Midden-Drenthe,Buurt,BU17310400,9417,70,2.5,367.0,67,253.0,99.0,94.0,0.0,6.0,1.0,3980.0,1890.0,1.7857142857142858,0.5714285714285714,29.1,0.2857142857142857,1.1,3.5,5.0
Drijber,Midden-Drenthe,Buurt,BU17310500,9419,40,2.7,472.0,44,,100.0,84.0,14.0,2.0,16.0,3530.0,1980.0,2.0,0.8333333333333334,25.5,0.375,,0.7,5.0
Verspreide huizen Drijber,Midden-Drenthe,Buurt,BU17310509,9419,165,2.2,28.0,94,266.0,96.0,82.0,0.0,18.0,12.0,4000.0,2030.0,1.9310344827586208,0.8108108108108109,23.5,0.2727272727272727,1.4,2.1,5.0
Smilde-Centrum,Midden-Drenthe,Buurt,BU17310600,9422,1650,2.2,1676.0,1746,173.0,81.0,60.0,32.0,7.0,13.0,2520.0,1370.0,1.8917910447761195,0.8032128514056225,22.9,0.11515151515151516,1.2,0.6,4.0
Smilde-Noord,Midden-Drenthe,Buurt,BU17310601,9422,100,2.8,547.0,104,246.0,99.0,93.0,0.0,7.0,4.0,3780.0,1870.0,1.9130434782608696,0.6896551724137931,25.1,0.35,1.8,1.5,5.0
Smilde-Zuid,Midden-Drenthe,Buurt,BU17310602,9422,140,2.3,468.0,137,221.0,99.0,80.0,13.0,7.0,4.0,3220.0,1800.0,1.7307692307692308,0.9090909090909091,25.8,0.2857142857142857,1.5,1.7,5.0
Verspreide huizen Smilde,Midden-Drenthe,Buurt,BU17310609,9422,65,2.8,10.0,69,292.0,97.0,90.0,0.0,10.0,17.0,4350.0,1990.0,1.8571428571428572,1.0810810810810811,25.1,0.8461538461538461,1.5,2.6,5.0
Bovensmilde-Centrum,Midden-Drenthe,Buurt,BU17310700,9421,1245,2.3,2448.0,1247,175.0,94.0,70.0,27.0,3.0,10.0,2710.0,1500.0,1.9634703196347032,0.8112874779541446,24.5,0.10441767068273092,1.2,0.7,5.0
Bovensmilde-Noord,Midden-Drenthe,Buurt,BU17310701,9421,65,2.7,357.0,68,253.0,99.0,94.0,0.0,6.0,6.0,3560.0,1820.0,2.0,0.5555555555555556,26.7,0.3076923076923077,1.8,2.0,5.0
Bovensmilde-Zuid,Midden-Drenthe,Buurt,BU17310702,9421,70,2.6,394.0,70,235.0,100.0,97.0,0.0,3.0,7.0,3230.0,1820.0,1.9333333333333333,1.0810810810810811,24.1,0.2857142857142857,1.4,1.4,5.0
Verspreide huizen Bovensmilde,Midden-Drenthe,Buurt,BU17310709,9421,85,2.6,17.0,93,299.0,100.0,92.0,0.0,8.0,23.0,3990.0,1850.0,1.9444444444444444,0.851063829787234,29.0,0.5882352941176471,1.7,2.5,5.0
Hoogersmilde-Centrum,Midden-Drenthe,Buurt,BU17310800,9423,395,2.2,1093.0,404,169.0,93.0,60.0,34.0,6.0,20.0,2620.0,1450.0,1.835820895522388,0.8092485549132948,22.7,0.13924050632911392,1.2,0.4,5.0
Hoogersmilde-Noord,Midden-Drenthe,Buurt,BU17310801,9422,155,2.6,332.0,145,228.0,96.0,92.0,0.0,8.0,10.0,4170.0,1870.0,1.6363636363636365,0.7317073170731707,25.0,0.5483870967741935,1.9,2.4,5.0
