WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
Sterrenbeeldenbuurt,Assen,Buurt,BU01060809,9405,215,3.0,3993.0,219,304.0,100.0,99.0,0.0,1.0,16.0,3500.0,1440.0,2.1875,0.7692307692307693,31.2,0.13953488372093023,1.4,1.4,4.0
Planetenbuurt,Assen,Buurt,BU01060810,9405,350,2.5,4321.0,342,215.0,95.0,98.0,0.0,2.0,6.0,2870.0,1050.0,2.1470588235294117,0.7954545454545454,25.9,0.11428571428571428,1.4,1.4,4.0
Kloosterhout,Assen,Buurt,BU01060815,9408,330,3.5,3985.0,341,408.0,96.0,96.0,4.0,1.0,100.0,3990.0,1640.0,2.2976190476190474,0.6866952789699571,29.6,0.24242424242424243,1.5,1.2,4.0
Kloosterbos,Assen,Buurt,BU01060816,9408,400,3.2,6601.0,423,262.0,94.0,72.0,28.0,1.0,100.0,2990.0,1180.0,2.1555555555555554,0.6037735849056604,23.1,0.1375,1.3,0.7,4.0
Loon,Assen,Buurt,BU01069900,9409,110,2.4,966.0,110,363.0,100.0,95.0,0.0,5.0,8.0,3580.0,2220.0,2.3157894736842106,0.7692307692307693,33.4,0.2727272727272727,1.4,2.3,5.0
Ter Aard,Assen,Buurt,BU01069908,9487,30,2.8,441.0,29,,100.0,86.0,0.0,10.0,0.0,3460.0,2160.0,1.8333333333333333,1.25,,0.3333333333333333,,2.2,5.0
Zeijerveld,Assen,Buurt,BU01069909,9488,35,2.7,17.0,38,,100.0,95.0,0.0,5.0,5.0,4780.0,2190.0,2.111111111111111,1.0,,0.5714285714285714,,3.1,5.0
Verspreide huizen Witten,Assen,Buurt,BU01069911,9405,55,2.1,8.0,74,,100.0,34.0,0.0,66.0,7.0,4170.0,1970.0,1.75,0.8,25.5,0.2727272727272727,1.0,1.8,5.0
Beek,Beek,Buurt,BU08880000,6191,4075,2.0,2166.0,4179,184.0,63.0,61.0,29.0,10.0,7.0,2680.0,1340.0,1.9842022116903633,0.8417308832246592,26.7,0.18895705521472392,1.2,0.6,3.0
Neerbeek,Beek,Buurt,BU08880001,6191,1020,2.3,1916.0,1031,228.0,95.0,85.0,10.0,5.0,3.0,3210.0,1570.0,2.0698924731182795,0.847457627118644,29.1,0.16176470588235295,1.4,0.6,4.0
Spaubeek,Beek,Buurt,BU08880002,6176,1525,2.2,626.0,1547,215.0,89.0,75.0,16.0,9.0,4.0,3220.0,1600.0,2.074509803921569,0.8643815201192251,28.0,0.13442622950819672,1.3,0.7,5.0
Geverik,Beek,Buurt,BU08880100,6191,165,2.4,641.0,172,273.0,94.0,85.0,8.0,5.0,2.0,3810.0,2090.0,2.1666666666666665,1.0,31.6,0.30303030303030304,1.5,1.7,5.0
Grootgenhout,Beek,Buurt,BU08880101,6191,410,2.5,730.0,411,236.0,99.0,88.0,9.0,3.0,3.0,3550.0,1710.0,2.0,0.8823529411764706,28.7,0.15853658536585366,1.6,0.4,5.0
Kleingenhout,Beek,Buurt,BU08880102,6191,65,2.5,449.0,68,266.0,100.0,75.0,15.0,10.0,1.0,4560.0,2280.0,2.076923076923077,0.6060606060606061,31.6,0.23076923076923078,1.5,0.7,5.0
Kelmond,Beek,Buurt,BU08880103,6191,55,2.3,173.0,61,351.0,90.0,97.0,0.0,2.0,3.0,3810.0,2130.0,1.6666666666666667,0.7407407407407407,32.8,0.36363636363636365,1.6,1.9,5.0
Reuver,Beesel,Buurt,BU08890000,5953,2770,2.2,1426.0,2824,184.0,81.0,66.0,30.0,4.0,13.0,2970.0,1300.0,1.8423326133909288,0.827922077922078,24.1,0.12815884476534295,1.1,0.9,4.0
Offenbeek,Beesel,Buurt,BU08890001,5953,1995,2.4,1908.0,1990,189.0,90.0,64.0,33.0,3.0,20.0,3110.0,1270.0,1.8011204481792717,0.8059384941675504,23.0,0.16290726817042606,1.2,0.5,4.0
Verspr.h. ten O. en Z. van de spoorlijn,Beesel,Buurt,BU08890008,5953,30,2.8,16.0,33,,100.0,85.0,0.0,15.0,0.0,5950.0,2200.0,1.875,1.1764705882352942,,0.6666666666666666,,2.0,5.0
Beesel,Beesel,Buurt,BU08890100,5954,920,2.3,1137.0,939,239.0,93.0,77.0,18.0,5.0,10.0,3380.0,1640.0,2.0239520958083834,0.8430913348946136,28.5,0.16847826086956522,1.4,0.7,5.0
Bussereind,Beesel,Buurt,BU08890101,5954,50,2.4,222.0,50,,100.0,90.0,0.0,10.0,6.0,4010.0,2060.0,1.8,0.8,27.7,0.4,1.1,1.7,5.0
Rijkel,Beesel,Buurt,BU08890102,5954,30,2.4,96.0,31,,97.0,97.0,0.0,3.0,3.0,5000.0,2160.0,2.0,1.3333333333333333,,0.3333333333333333,,2.0,5.0
Verspreide huizen,Beesel,Buurt,BU08890109,5954,55,2.4,13.0,67,317.0,99.0,87.0,0.0,13.0,21.0,4750.0,1920.0,2.2,0.7142857142857143,26.6,0.6363636363636364,1.3,2.4,5.0
Aijen Kern,Bergen (L.),Buurt,BU08930110,5854,80,2.5,1685.0,83,286.0,95.0,96.0,0.0,4.0,11.0,3860.0,1920.0,2.0,0.975609756097561,29.3,0.3125,1.8,3.3,5.0
Oud-Bergen Kern,Bergen (L.),Buurt,BU08930220,5854,150,2.4,2646.0,154,234.0,97.0,83.0,13.0,3.0,12.0,3690.0,1670.0,2.107142857142857,0.8450704225352113,28.1,0.2,1.5,1.9,5.0
Nieuw-Bergen Kern,Bergen (L.),Buurt,BU08930330,5854,1965,2.2,3431.0,2025,194.0,88.0,62.0,35.0,3.0,19.0,3060.0,1340.0,1.843076923076923,0.8135593220338984,23.9,0.11450381679389313,1.2,0.7,4.0
Nieuw-Bergen Buitengebied,Bergen (L.),Buurt,BU08930331,5854,110,2.3,15.0,105,348.0,100.0,92.0,0.0,8.0,6.0,4450.0,2090.0,1.9,0.7692307692307693,28.1,0.36363636363636365,1.7,2.1,5.0
Afferden Kern,Bergen (L.),Buurt,BU08930440,5851,715,2.3,2390.0,733,208.0,95.0,68.0,26.0,6.0,7.0,3200.0,1370.0,1.8421052631578947,0.8383233532934131,24.2,0.13986013986013987,1.4,0.5,5.0
Afferden Buitengebied,Bergen (L.),Buurt,BU08930441,5851,170,2.6,27.0,171,317.0,98.0,83.0,1.0,16.0,8.0,4550.0,2070.0,1.9736842105263157,0.8791208791208791,29.2,0.4117647058823529,1.3,1.6,5.0
Siebengewald Kern,Bergen (L.),Buurt,BU08930550,5853,640,2.2,1748.0,647,193.0,96.0,70.0,25.0,5.0,8.0,3300.0,1460.0,1.8,0.8480565371024735,23.9,0.1484375,1.4,0.7,5.0
Siebengewald Buitengebied,Bergen (L.),Buurt,BU08930551,5853,225,2.7,42.0,221,286.0,98.0,93.0,2.0,5.0,6.0,4520.0,2020.0,1.8936170212765957,0.8403361344537815,25.3,0.4222222222222222,1.7,2.1,5.0
Well-Oost,Bergen (L.),Buurt,BU08930660,5855,615,2.4,2736.0,617,213.0,100.0,76.0,21.0,3.0,8.0,3520.0,1510.0,1.7844827586206897,0.8637873754152824,23.8,0.11382113821138211,1.5,0.7,5.0
Well-West,Bergen (L.),Buurt,BU08930661,5855,205,2.0,1420.0,205,216.0,80.0,63.0,32.0,4.0,23.0,2950.0,1620.0,1.967741935483871,0.9411764705882353,26.2,0.1951219512195122,1.2,1.1,5.0
Well Buitengebied,Bergen (L.),Buurt,BU08930662,5855,225,2.4,22.0,229,316.0,97.0,82.0,0.0,17.0,5.0,4700.0,2150.0,2.0232558139534884,0.9090909090909091,26.9,0.4,1.5,2.1,5.0
Wellerlooi Kern,Bergen (L.),Buurt,BU08930770,5856,265,2.4,2957.0,268,202.0,97.0,69.0,27.0,3.0,11.0,3610.0,1420.0,1.8076923076923077,0.7936507936507936,24.8,0.1320754716981132,1.5,0.3,5.0
Wellerlooi Buitengebied,Bergen (L.),Buurt,BU08930771,5856,205,2.6,26.0,232,278.0,100.0,88.0,0.0,10.0,4.0,4240.0,1980.0,1.9534883720930232,0.9174311926605505,27.5,0.4634146341463415,1.7,2.1,5.0
Centrum,Bergen op Zoom,Buurt,BU07480000,4611,2235,1.7,7762.0,2308,194.0,41.0,51.0,16.0,31.0,6.0,2350.0,1130.0,2.0875,0.8823529411764706,30.7,0.28859060402684567,0.8,0.3,1.0
Havenkwartier,Bergen op Zoom,Buurt,BU07480001,4611,930,1.8,5852.0,996,196.0,37.0,29.0,65.0,6.0,20.0,2240.0,560.0,1.985611510791367,0.813953488372093,26.5,0.22580645161290322,0.7,0.6,2.0
Vestinggronden-Noord,Bergen op Zoom,Buurt,BU07480002,4611,670,1.9,4281.0,683,228.0,47.0,56.0,31.0,13.0,9.0,2550.0,1330.0,2.191919191919192,0.8661417322834646,32.6,0.17164179104477612,0.9,0.4,1.0
Het Fort,Bergen op Zoom,Buurt,BU07480004,4615,980,2.1,8532.0,987,173.0,82.0,50.0,42.0,8.0,5.0,2440.0,1150.0,1.7658227848101267,0.7843137254901961,22.5,0.12755102040816327,0.8,0.7,1.0
Zeekant,Bergen op Zoom,Buurt,BU07480005,4615,1210,2.0,4257.0,1362,172.0,54.0,49.0,47.0,4.0,19.0,2570.0,980.0,1.718918918918919,0.7797270955165692,22.4,0.07851239669421488,1.0,0.8,2.0
Het Glacis,Bergen op Zoom,Buurt,BU07480006,4615,375,1.9,2902.0,389,179.0,51.0,56.0,31.0,13.0,0.0,2470.0,1050.0,1.7205882352941178,0.6896551724137931,24.1,0.18666666666666668,0.9,0.7,1.0
Meilust Zuid,Bergen op Zoom,Buurt,BU07480100,4614,1025,2.2,2614.0,1001,225.0,78.0,75.0,22.0,3.0,2.0,2690.0,1310.0,2.0584795321637426,0.7964601769911505,27.2,0.17073170731707318,1.2,0.6,2.0
Meilust Noord,Bergen op Zoom,Buurt,BU07480101,4614,1035,2.1,3319.0,1061,227.0,87.0,60.0,0.0,39.0,0.0,2740.0,1330.0,2.1149425287356323,0.7346938775510204,29.7,0.15458937198067632,1.1,0.4,2.0
Tuinwijk,Bergen op Zoom,Buurt,BU07480102,4613,1055,2.2,5397.0,1061,213.0,78.0,56.0,41.0,2.0,0.0,2870.0,1160.0,1.989071038251366,0.7843137254901961,26.1,0.12322274881516587,1.0,0.4,2.0
Noordgeest,Bergen op Zoom,Buurt,BU07480103,4614,1560,2.3,4164.0,1506,216.0,87.0,64.0,31.0,5.0,2.0,2880.0,1070.0,1.9379310344827587,0.8022130013831259,25.8,0.10897435897435898,1.1,0.6,2.0
Gageldonk-West,Bergen op Zoom,Buurt,BU07480200,4621,2345,2.2,6822.0,2392,158.0,63.0,40.0,54.0,6.0,14.0,2400.0,1150.0,1.681462140992167,0.7639569049951028,19.3,0.10021321961620469,0.9,0.3,1.0
Warande-West,Bergen op Zoom,Buurt,BU07480201,4624,970,2.1,5371.0,993,184.0,64.0,53.0,43.0,4.0,16.0,2480.0,1150.0,1.9112426035502958,0.815347721822542,24.0,0.12371134020618557,1.0,0.4,1.0
Gageldonk-Oost,Bergen op Zoom,Buurt,BU07480202,4623,1770,2.2,5897.0,1732,176.0,55.0,45.0,49.0,6.0,6.0,3110.0,970.0,1.8013937282229966,0.7888040712468194,21.2,0.06779661016949153,1.0,0.5,2.0
Warande-Oost,Bergen op Zoom,Buurt,BU07480203,4624,1495,2.1,3310.0,1561,184.0,58.0,37.0,55.0,8.0,16.0,2790.0,670.0,1.7110091743119267,0.7692307692307693,20.9,0.0802675585284281,0.9,0.4,2.0
Nieuw Borgvliet,Bergen op Zoom,Buurt,BU07480204,4625,1070,2.3,2203.0,1069,209.0,86.0,65.0,31.0,4.0,15.0,2840.0,1350.0,1.8219895287958114,0.8113590263691683,23.6,0.14953271028037382,1.1,0.4,4.0
Langeweg,Bergen op Zoom,Buurt,BU07480205,4624,515,2.6,7277.0,494,180.0,100.0,51.0,46.0,2.0,4.0,3020.0,1330.0,1.6893203883495145,0.7407407407407407,18.8,0.10679611650485436,1.1,0.8,2.0
Verspreide huizen Heimolen,Bergen op Zoom,Buurt,BU07480208,4625,125,2.3,124.0,136,439.0,97.0,90.0,0.0,10.0,13.0,4080.0,1870.0,2.1739130434782608,0.6896551724137931,29.7,0.32,1.4,2.7,5.0
Bergse Plaat,Bergen op Zoom,Buurt,BU07480300,4617,3130,2.4,3713.0,3133,270.0,70.0,75.0,14.0,12.0,20.0,3140.0,1060.0,2.0556521739130433,0.8084824387011266,31.4,0.14217252396166133,1.2,0.8,3.0
Augustapolder,Bergen op Zoom,Buurt,BU07480308,4625,35,2.3,64.0,35,,100.0,74.0,0.0,26.0,6.0,5230.0,2470.0,,1.25,,0.2857142857142857,,1.5,5.0
Halsteren-Centrum,Bergen op Zoom,Buurt,BU07480400,4661,1270,2.0,2339.0,1286,206.0,76.0,54.0,40.0,6.0,8.0,2540.0,1190.0,1.8594594594594596,0.8286252354048964,24.5,0.14173228346456693,1.0,0.6,3.0
De Beek,Bergen op Zoom,Buurt,BU07480401,4661,1030,2.2,1098.0,1038,212.0,93.0,75.0,22.0,3.0,3.0,2850.0,1310.0,1.893491124260355,0.8278867102396514,25.0,0.12135922330097088,1.2,0.5,4.0
Nieuwe Molen,Bergen op Zoom,Buurt,BU07480402,4661,180,2.3,341.0,179,368.0,99.0,89.0,3.0,7.0,5.0,3600.0,1860.0,1.9090909090909092,0.9411764705882353,28.4,0.25,1.4,1.1,4.0
Jankenberg,Bergen op Zoom,Buurt,BU07480403,4661,395,2.5,1031.0,405,355.0,99.0,86.0,9.0,5.0,6.0,3600.0,1600.0,2.116883116883117,0.8163265306122449,36.5,0.189873417721519,1.4,1.1,4.0
Rode Schouw,Bergen op Zoom,Buurt,BU07480404,4661,1050,2.5,4693.0,1065,246.0,97.0,82.0,16.0,2.0,6.0,3080.0,1360.0,2.0980392156862746,0.8092485549132948,28.3,0.13333333333333333,1.3,0.5,3.0
De Schans en Oude Molen,Bergen op Zoom,Buurt,BU07480405,4661,1090,2.7,1730.0,1110,324.0,86.0,80.0,19.0,2.0,56.0,3570.0,1230.0,2.1145374449339207,0.7666666666666667,31.2,0.3073394495412844,1.5,0.7,4.0
Verspreide huizen Halsterse Polders,Bergen op Zoom,Buurt,BU07480409,4661,30,2.4,14.0,34,,100.0,88.0,0.0,12.0,6.0,4550.0,2180.0,2.3333333333333335,1.4285714285714286,,0.6666666666666666,,2.3,5.0
Lepelstraat,Bergen op Zoom,Buurt,BU07480500,4664,620,2.2,424.0,638,222.0,95.0,62.0,36.0,3.0,7.0,3150.0,1420.0,1.7706422018348624,0.7913669064748201,25.2,0.1774193548387097,1.2,0.6,5.0
Verspreide huizen Kladde,Bergen op Zoom,Buurt,BU07480507,4664,65,2.6,405.0,67,349.0,100.0,97.0,0.0,3.0,6.0,3810.0,2050.0,2.076923076923077,0.5714285714285714,28.7,0.38461538461538464,1.6,2.0,5.0
Verspreide huizen Klutsdorp,Bergen op Zoom,Buurt,BU07480508,4664,70,2.4,221.0,74,334.0,99.0,96.0,0.0,4.0,4.0,4270.0,1890.0,1.7142857142857142,1.1764705882352942,27.6,0.35714285714285715,1.6,1.2,5.0
Verspreide huizen Oud Glymespolder,Bergen op Zoom,Buurt,BU07480509,4664,60,2.4,26.0,61,463.0,98.0,93.0,0.0,7.0,18.0,4390.0,2080.0,1.75,0.6060606060606061,32.9,0.6666666666666666,1.9,1.3,5.0
Centrum,Best,Buurt,BU07530001,5683,935,1.5,3955.0,1022,227.0,13.0,42.0,31.0,24.0,16.0,2280.0,910.0,2.037974683544304,0.9090909090909091,27.1,0.22994652406417113,0.8,0.5,2.0
Hoge Akker,Best,Buurt,BU07530002,5683,845,2.1,6045.0,851,220.0,77.0,69.0,23.0,8.0,2.0,2770.0,1320.0,1.9448818897637796,0.8571428571428571,24.3,0.13609467455621302,1.0,0.6,3.0
Speelheide,Best,Buurt,BU07530003,5683,510,2.6,4407.0,512,310.0,100.0,98.0,0.0,1.0,0.0,3530.0,1670.0,2.215686274509804,0.8118081180811808,32.2,0.13725490196078433,1.4,0.4,3.0
De Leeuwerik,Best,Buurt,BU07530004,5683,755,2.2,5471.0,776,252.0,72.0,63.0,33.0,4.0,8.0,2780.0,1290.0,2.076923076923077,0.8333333333333334,26.8,0.10596026490066225,1.1,0.7,2.0
Villawijk,Best,Buurt,BU07530005,5683,80,2.1,191.0,89,908.0,100.0,93.0,0.0,7.0,11.0,6120.0,3980.0,,0.5882352941176471,61.6,0.5625,2.0,2.0,5.0
Batadorp,Best,Buurt,BU07530006,5684,210,2.4,2229.0,214,279.0,100.0,95.0,3.0,2.0,0.0,3360.0,1510.0,2.1951219512195124,0.7766990291262136,28.3,0.16666666666666666,1.5,0.8,4.0
Salderes,Best,Buurt,BU07530007,5682,1375,2.5,4457.0,1359,293.0,97.0,85.0,7.0,8.0,8.0,3270.0,1370.0,2.142857142857143,0.8235294117647058,32.2,0.16363636363636364,1.3,0.6,3.0
Wilhelminadorp,Best,Buurt,BU07530008,5684,1715,2.1,4576.0,1682,222.0,77.0,64.0,31.0,5.0,11.0,2810.0,1250.0,1.7885304659498207,0.8321775312066574,25.0,0.1282798833819242,1.1,0.5,2.0
Naastenbest,Best,Buurt,BU07530009,5684,1735,2.4,4500.0,1713,259.0,82.0,55.0,41.0,4.0,15.0,2950.0,1310.0,1.9934640522875817,0.8048780487804879,25.4,0.11527377521613832,1.1,0.4,2.0
Kantonnier,Best,Buurt,BU07530017,5684,555,2.5,5867.0,558,263.0,100.0,78.0,18.0,4.0,0.0,3230.0,1230.0,2.043859649122807,0.7692307692307693,27.7,0.10810810810810811,1.3,0.8,3.0
Boekel,Boekel,Buurt,BU07550000,5427,2375,2.3,2916.0,2457,254.0,82.0,69.0,23.0,8.0,20.0,3210.0,1460.0,1.8815165876777251,0.8295761947700632,24.6,0.18736842105263157,1.3,0.7,4.0
Verspreide huizen Logt en Berkhoek,Boekel,Buurt,BU07550005,5427,145,2.7,293.0,158,337.0,87.0,82.0,0.0,18.0,15.0,4200.0,1730.0,1.2962962962962963,0.47619047619047616,26.2,0.3448275862068966,1.7,1.8,5.0
"Verspr.h. Molenwijk, Elzen en Neerbroek",Boekel,Buurt,BU07550008,5427,285,2.9,129.0,294,341.0,99.0,82.0,7.0,11.0,45.0,4500.0,1800.0,1.8125,0.8333333333333334,24.0,0.5614035087719298,1.7,1.4,5.0
Verspr.h. Bovenstehuis en Peelsehuis,Boekel,Buurt,BU07550009,5427,125,3.1,77.0,127,367.0,92.0,87.0,0.0,13.0,13.0,4840.0,1940.0,2.1,0.7692307692307693,28.7,0.64,1.7,2.0,5.0
Venhorst,Boekel,Buurt,BU07550100,5428,410,2.6,1725.0,417,270.0,94.0,80.0,12.0,8.0,20.0,3720.0,1500.0,2.3373493975903616,0.8294930875576036,24.5,0.1951219512195122,1.5,0.4,5.0
Verspreide huizen Venhorst,Boekel,Buurt,BU07550109,5428,215,3.0,62.0,223,324.0,94.0,86.0,0.0,14.0,9.0,5120.0,2220.0,1.78,0.7751937984496124,26.1,0.7209302325581395,1.7,1.7,5.0
Borne Centrum,Borne,Buurt,BU01470001,7622,1715,1.8,4305.0,1832,204.0,45.0,45.0,40.0,14.0,22.0,2480.0,1040.0,2.0375586854460095,0.8256880733944955,26.7,0.20116618075801748,1.0,0.9,2.0
't Wensink Noord,Borne,Buurt,BU01470002,7622,425,2.3,3426.0,438,251.0,97.0,61.0,31.0,8.0,3.0,3020.0,1390.0,2.0547945205479454,0.8333333333333334,25.3,0.18823529411764706,1.0,0.7,2.0
't Wensink Zuid,Borne,Buurt,BU01470003,7622,885,2.3,3723.0,882,197.0,100.0,62.0,34.0,4.0,16.0,2940.0,1220.0,1.9256756756756757,0.774818401937046,22.4,0.11299435028248588,1.2,0.5,3.0
Dikkerslaan-Molenkampsweg en omgeving,Borne,Buurt,BU01470004,7622,730,2.1,1806.0,753,234.0,83.0,55.0,38.0,7.0,8.0,2860.0,1400.0,2.0091743119266057,0.8306709265175719,25.9,0.3150684931506849,1.3,0.9,3.0
Lettersveld I,Borne,Buurt,BU01470005,7621,560,2.5,2140.0,572,242.0,99.0,95.0,2.0,3.0,3.0,3240.0,1500.0,2.0673076923076925,0.8540925266903915,26.7,0.16071428571428573,1.3,0.4,3.0
Lettersveld II,Borne,Buurt,BU01470006,7621,1275,2.3,4521.0,1284,209.0,95.0,71.0,27.0,2.0,1.0,3010.0,1250.0,1.9675925925925926,0.8094435075885329,23.6,0.09803921568627451,1.2,0.4,3.0
Tichelkamp,Borne,Buurt,BU01470007,7621,465,2.5,3327.0,471,193.0,99.0,90.0,7.0,3.0,4.0,3280.0,1270.0,1.9130434782608696,0.7627118644067796,23.7,0.15053763440860216,1.3,0.9,3.0
Stroom-Esch,Borne,Buurt,BU01470008,7623,1540,2.4,3593.0,1530,245.0,89.0,76.0,19.0,5.0,0.0,3100.0,1240.0,2.0730897009966776,0.8322147651006712,28.8,0.12337662337662338,1.3,0.4,3.0
Zenderen,Borne,Buurt,BU01470101,7625,395,2.4,1883.0,388,258.0,95.0,83.0,12.0,4.0,16.0,3520.0,1560.0,2.0821917808219177,0.8465608465608465,26.6,0.20253164556962025,1.5,0.4,5.0
Verspreide huizen Zenderen,Borne,Buurt,BU01470102,7625,120,2.7,45.0,121,427.0,92.0,85.0,2.0,13.0,25.0,4770.0,2190.0,1.9,0.8,31.6,0.4583333333333333,1.5,1.2,5.0
Hertme,Borne,Buurt,BU01470105,7626,100,2.9,512.0,103,306.0,98.0,87.0,3.0,9.0,21.0,3910.0,1700.0,1.9545454545454546,0.6779661016949152,24.7,0.25,1.4,0.2,5.0
Verspreide huizen Hertme,Borne,Buurt,BU01470106,7626,70,3.2,53.0,72,438.0,88.0,85.0,0.0,15.0,33.0,5070.0,1920.0,2.235294117647059,0.8888888888888888,31.8,0.5,1.8,1.3,5.0
Bakelgeert-Noord,Boxmeer,Buurt,BU07560001,5831,1240,2.1,5905.0,1236,181.0,74.0,42.0,54.0,4.0,26.0,2490.0,1080.0,1.7927461139896372,0.8445297504798465,21.9,0.06451612903225806,0.9,0.4,3.0
Bakelgeert-Zuid,Boxmeer,Buurt,BU07560002,5831,500,2.0,2621.0,520,188.0,66.0,54.0,34.0,12.0,1.0,2690.0,1260.0,1.9,0.7920792079207921,24.7,0.17,1.0,0.5,3.0
De Elzen,Boxmeer,Buurt,BU07560003,5831,670,2.0,3247.0,757,231.0,62.0,52.0,39.0,10.0,35.0,2630.0,1220.0,2.0434782608695654,0.8333333333333334,27.9,0.1044776119402985,1.1,0.7,3.0
Luneven,Boxmeer,Buurt,BU07560005,5831,1160,2.3,4444.0,1154,218.0,91.0,63.0,34.0,3.0,1.0,2980.0,1180.0,1.9817351598173516,0.8502772643253235,27.5,0.10344827586206896,1.1,0.8,3.0
Hollesteeg,Boxmeer,Buurt,BU07560006,5831,545,2.5,4138.0,549,250.0,95.0,68.0,32.0,1.0,1.0,3180.0,1430.0,1.9813084112149533,0.8178438661710037,28.1,0.10091743119266056,1.3,1.0,4.0
Beugen Centrum,Boxmeer,Buurt,BU07560200,5835,500,2.4,1562.0,511,271.0,96.0,84.0,11.0,5.0,17.0,3320.0,1590.0,1.970873786407767,0.7604562737642585,28.0,0.21,1.5,0.4,5.0
Oeffelt Centrum,Boxmeer,Buurt,BU07560300,5441,825,2.4,1495.0,814,253.0,94.0,81.0,13.0,6.0,10.0,3310.0,1530.0,1.9798657718120805,0.8040201005025126,25.9,0.18787878787878787,1.4,0.5,5.0
Verspreide huizen Oeffelt,Boxmeer,Buurt,BU07560309,5441,135,2.8,47.0,139,338.0,96.0,94.0,0.0,6.0,1.0,4430.0,1920.0,1.9333333333333333,0.8,27.2,0.48148148148148145,1.5,1.9,5.0
Rijkevoort Centrum,Boxmeer,Buurt,BU07560400,5447,565,2.4,1627.0,560,263.0,94.0,80.0,15.0,5.0,18.0,3370.0,1490.0,2.0,0.8178438661710037,26.6,0.1504424778761062,1.5,0.4,5.0
Verspreide huizen Rijkevoort,Boxmeer,Buurt,BU07560409,5447,115,2.7,28.0,109,359.0,97.0,93.0,0.0,7.0,8.0,4830.0,2320.0,2.0384615384615383,0.9523809523809523,26.4,0.5652173913043478,1.3,1.6,5.0
Verspreide huizen Vortum-Mullem,Boxmeer,Buurt,BU07560509,5827,65,3.0,34.0,67,336.0,100.0,93.0,0.0,7.0,6.0,5320.0,2310.0,2.0555555555555554,1.0,27.2,0.5384615384615384,1.6,1.7,5.0
Vierlingsbeek Centrum,Boxmeer,Buurt,BU07560600,5821,995,2.4,1342.0,1002,235.0,90.0,75.0,22.0,3.0,14.0,3300.0,1450.0,2.027173913043478,0.8421052631578947,26.8,0.16080402010050251,1.4,0.5,5.0
Groeningen Centrum,Boxmeer,Buurt,BU07560601,5826,120,3.0,951.0,123,322.0,98.0,94.0,3.0,2.0,22.0,4280.0,2020.0,2.0344827586206895,0.8333333333333334,25.2,0.3333333333333333,1.8,1.9,5.0
Overloon Centrum,Boxmeer,Buurt,BU07560700,5825,1195,2.2,2130.0,1241,251.0,84.0,66.0,21.0,13.0,17.0,3310.0,1440.0,1.9609756097560975,0.8502772643253235,26.5,0.16317991631799164,1.3,0.5,5.0
Maashees Centrum,Boxmeer,Buurt,BU07560800,5823,315,2.3,1492.0,318,241.0,94.0,77.0,15.0,8.0,11.0,3380.0,1620.0,1.9821428571428572,0.8450704225352113,28.2,0.15873015873015872,1.4,0.3,5.0
Verspreide huizen Maashees,Boxmeer,Buurt,BU07560809,5823,65,2.7,38.0,65,325.0,98.0,86.0,0.0,14.0,6.0,3600.0,2370.0,1.8571428571428572,1.1428571428571428,28.9,0.46153846153846156,1.3,1.1,5.0
Verspreide Huizen Holthees,Boxmeer,Buurt,BU07560909,5824,25,3.2,34.0,26,,100.0,92.0,0.0,8.0,8.0,4450.0,2280.0,2.0,1.25,,0.6,,1.0,5.0
Boxtel-Centrum,Boxtel,Buurt,BU07570000,5281,3955,1.9,3052.0,4009,222.0,52.0,48.0,37.0,14.0,15.0,2530.0,1100.0,1.9845094664371772,0.8092485549132948,26.6,0.17193426042983564,0.8,0.5,2.0
Boxtel-Oost,Boxtel,Buurt,BU07570001,5283,3960,2.3,5233.0,3925,229.0,82.0,63.0,32.0,5.0,4.0,2830.0,1270.0,1.941860465116279,0.8056614044637996,24.7,0.10984848484848485,1.1,0.4,3.0
Boxtel-Noord,Boxtel,Buurt,BU07570002,5282,1780,2.1,4310.0,1729,226.0,57.0,43.0,54.0,4.0,21.0,2620.0,1130.0,1.795053003533569,0.8168642951251647,23.4,0.13202247191011235,0.9,0.7,3.0
Munsel-Selissen,Boxtel,Buurt,BU07570003,5283,905,2.8,1816.0,915,348.0,93.0,90.0,3.0,3.0,45.0,3750.0,1250.0,2.076923076923077,0.7366482504604052,30.9,0.23756906077348067,1.5,1.0,3.0
Verspreide huizen Kleinderliempde,Boxtel,Buurt,BU07570005,5283,80,2.2,69.0,75,418.0,89.0,81.0,0.0,19.0,9.0,4180.0,1920.0,1.6666666666666667,1.1428571428571428,28.0,0.4375,1.3,1.7,5.0
